explicit,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,track_genre
0.0,0.404,0.789,0.0566,0.0243,0.000231,0.226,0.159,4.0,28
0.0,0.352,0.666,0.0512,0.117,1.81e-06,0.0934,0.227,4.0,28
0.0,0.526,0.667,0.0437,0.0505,0.0,0.321,0.43,4.0,28
0.0,0.428,0.907,0.163,0.00594,1.71e-06,0.129,0.244,4.0,28
0.0,0.4,0.485,0.0369,0.0789,0.0,0.135,0.211,3.0,28
0.0,0.352,0.666,0.0512,0.117,1.81e-06,0.0934,0.227,4.0,29
0.0,0.643,0.594,0.0318,0.0128,0.0,0.118,0.442,4.0,29
0.0,0.534,0.839,0.053,0.0698,0.0,0.264,0.576,4.0,29
0.0,0.526,0.667,0.0437,0.0505,0.0,0.321,0.43,4.0,29
0.0,0.452,0.465,0.0344,0.0589,0.000524,0.095,0.0832,4.0,29
0.0,0.404,0.789,0.0566,0.0243,0.000231,0.226,0.159,4.0,29
0.0,0.352,0.666,0.0512,0.117,1.81e-06,0.0934,0.227,4.0,29
0.0,0.494,0.651,0.0384,0.0819,0.0,0.104,0.162,4.0,29
0.0,0.428,0.907,0.163,0.00594,1.71e-06,0.129,0.244,4.0,29
0.0,0.682,0.543,0.0688,0.261,0.0,0.108,0.112,4.0,29
0.0,0.748,0.524,0.0338,0.414,0.0,0.111,0.661,4.0,30
0.0,0.649,0.716,0.0349,0.0863,2.63e-05,0.135,0.163,4.0,30
0.0,0.489,0.597,0.0292,0.27,0.0,0.105,0.324,4.0,30
1.0,0.561,0.965,0.0343,0.00383,7.07e-06,0.371,0.304,4.0,30
0.0,0.786,0.667,0.054,0.0112,0.053,0.074,0.688,4.0,30
0.0,0.451,0.692,0.0398,0.287,0.0,0.115,0.423,4.0,30
0.0,0.595,0.817,0.0474,0.000712,0.0386,0.142,0.483,4.0,30
0.0,0.889,0.341,0.0424,0.117,3.7e-06,0.0734,0.942,4.0,30
0.0,0.678,0.449,0.0869,0.477,0.0,0.536,0.606,4.0,30
1.0,0.626,0.88,0.0504,0.205,0.0,0.128,0.534,4.0,30
0.0,0.748,0.524,0.0338,0.414,0.0,0.111,0.661,4.0,31
0.0,0.795,0.178,0.0574,0.607,0.0,0.623,0.608,4.0,31
0.0,0.649,0.716,0.0349,0.0863,2.63e-05,0.135,0.163,4.0,31
1.0,0.752,0.488,0.0705,0.297,9.11e-06,0.0936,0.533,4.0,31
0.0,0.758,0.573,0.0428,0.0888,0.000677,0.0834,0.284,4.0,31
1.0,0.752,0.488,0.0705,0.297,9.11e-06,0.0936,0.533,4.0,31
0.0,0.489,0.597,0.0292,0.27,0.0,0.105,0.324,4.0,31
1.0,0.68,0.729,0.0475,0.612,0.0,0.224,0.446,4.0,31
1.0,0.718,0.422,0.0621,0.0764,0.0,0.17,0.455,4.0,31
0.0,0.687,0.792,0.0452,0.191,0.0,0.167,0.671,4.0,31
0.0,0.663,0.578,0.0687,0.312,0.906,0.109,0.553,4.0,32
0.0,0.784,0.757,0.0384,0.495,1.18e-06,0.142,0.587,4.0,32
0.0,0.583,0.695,0.0423,0.0141,0.0,0.0527,0.224,4.0,32
0.0,0.737,0.458,0.0317,0.601,6.98e-06,0.138,0.456,4.0,32
0.0,0.649,0.716,0.0349,0.0863,2.63e-05,0.135,0.163,4.0,32
0.0,0.758,0.573,0.0428,0.0888,0.000677,0.0834,0.284,4.0,32
0.0,0.685,0.496,0.238,0.314,0.804,0.138,0.0569,4.0,32
0.0,0.684,0.605,0.0634,0.216,0.941,0.103,0.768,4.0,32
0.0,0.676,0.774,0.0338,0.137,0.0,0.106,0.392,4.0,32
0.0,0.778,0.53,0.13,0.0456,0.916,0.155,0.362,4.0,32
1.0,0.703,0.723,0.0412,0.0302,2.06e-06,0.126,0.288,4.0,33
0.0,0.571,0.415,0.0305,0.615,0.0,0.187,0.342,4.0,33
1.0,0.797,0.533,0.0412,0.0172,0.000152,0.103,0.329,4.0,33
1.0,0.8,0.526,0.0716,0.334,0.00174,0.0571,0.746,4.0,33
1.0,0.835,0.462,0.155,0.513,0.0,0.0875,0.702,4.0,33
1.0,0.872,0.391,0.242,0.469,4.13e-06,0.297,0.437,4.0,33
1.0,0.669,0.574,0.0286,0.0175,0.00294,0.146,0.273,4.0,33
1.0,0.746,0.251,0.259,0.782,0.00203,0.106,0.18,4.0,33
1.0,0.433,0.778,0.041,0.843,0.0,0.139,0.764,4.0,33
1.0,0.734,0.57,0.133,0.847,2.14e-05,0.112,0.689,4.0,33
0.0,0.586,0.532,0.0328,0.779,0.000565,0.124,0.494,4.0,34
0.0,0.447,0.6,0.0332,0.324,0.0,0.0962,0.434,3.0,34
0.0,0.78,0.46,0.0851,0.455,0.000141,0.061,0.788,4.0,34
0.0,0.558,0.497,0.0256,0.0285,5.36e-06,0.0799,0.444,4.0,34
0.0,0.509,0.477,0.0262,0.309,0.0168,0.158,0.283,3.0,34
0.0,0.544,0.369,0.038,0.969,0.279,0.639,0.102,3.0,34
0.0,0.362,0.763,0.0589,0.015,0.00481,0.237,0.431,4.0,34
0.0,0.378,0.791,0.223,0.777,0.0,0.0583,0.848,1.0,34
0.0,0.516,0.486,0.0249,0.00411,0.277,0.34,0.454,4.0,34
0.0,0.693,0.778,0.248,0.555,0.0,0.094,0.282,4.0,34
0.0,0.677,0.455,0.141,0.616,0.0,0.249,0.782,4.0,35
0.0,0.612,0.654,0.0299,0.613,0.0,0.446,0.386,4.0,35
0.0,0.788,0.775,0.0331,0.577,0.0194,0.0506,0.942,4.0,35
0.0,0.558,0.78,0.0549,0.466,0.0,0.187,0.692,4.0,35
0.0,0.754,0.464,0.0572,0.744,0.0,0.331,0.731,4.0,35
0.0,0.642,0.678,0.0346,0.547,0.000136,0.168,0.887,4.0,35
0.0,0.675,0.848,0.0328,0.363,0.0,0.273,0.972,4.0,35
0.0,0.683,0.887,0.0321,0.707,0.0,0.281,0.891,4.0,35
1.0,0.671,0.886,0.0463,0.275,0.0,0.132,0.914,4.0,35
0.0,0.67,0.836,0.0441,0.302,7.7e-06,0.733,0.694,4.0,35
0.0,0.507,0.729,0.0393,0.0182,1.4e-06,0.0658,0.272,4.0,36
0.0,0.367,0.202,0.0313,0.668,0.145,0.109,0.0362,4.0,36
0.0,0.426,0.228,0.0322,0.198,0.13,0.0832,0.0822,4.0,36
0.0,0.375,0.255,0.0376,0.815,0.0,0.0845,0.331,3.0,36
0.0,0.594,0.698,0.0428,0.103,0.0,0.173,0.376,4.0,36
0.0,0.824,0.656,0.0704,0.388,0.506,0.253,0.418,4.0,36
0.0,0.792,0.583,0.027,0.023,0.582,0.0809,0.54,4.0,36
0.0,0.808,0.538,0.0608,0.108,0.0743,0.0555,0.416,4.0,36
0.0,0.669,0.449,0.0489,0.184,0.0,0.0729,0.327,4.0,36
1.0,0.732,0.501,0.0475,0.232,0.191,0.0937,0.334,4.0,36
0.0,0.647,0.514,0.0593,0.0655,0.0,0.398,0.386,4.0,37
0.0,0.72,0.763,0.0523,0.406,0.0,0.18,0.742,4.0,37
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,37
0.0,0.813,0.733,0.0847,0.15,0.00186,0.0909,0.397,4.0,37
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,37
0.0,0.594,0.874,0.0387,0.00166,0.0,0.148,0.646,4.0,37
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,37
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,37
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,37
0.0,0.813,0.733,0.0847,0.15,0.00186,0.0909,0.397,4.0,37
0.0,0.464,0.417,0.0256,0.136,0.022,0.0974,0.479,4.0,38
0.0,0.548,0.532,0.0323,0.186,0.000263,0.217,0.405,4.0,38
0.0,0.569,0.521,0.0839,0.514,0.00469,0.0962,0.143,4.0,38
0.0,0.526,0.866,0.0568,0.00287,7.78e-05,0.0945,0.248,4.0,38
0.0,0.691,0.631,0.0368,0.0483,1.13e-05,0.104,0.8,4.0,38
0.0,0.546,0.465,0.0287,0.153,0.00259,0.321,0.415,4.0,38
0.0,0.288,0.758,0.0371,0.00616,0.0,0.303,0.619,4.0,38
0.0,0.462,0.595,0.0347,0.215,0.0,0.184,0.64,4.0,38
0.0,0.505,0.698,0.0297,0.33,0.0887,0.0966,0.599,4.0,38
0.0,0.665,0.542,0.033,0.123,0.00291,0.342,0.587,4.0,38
0.0,0.69,0.622,0.0622,0.253,0.0,0.116,0.544,4.0,39
0.0,0.753,0.657,0.0449,0.171,0.0,0.112,0.437,4.0,39
0.0,0.18,0.226,0.042,0.951,0.982,0.0998,0.048,4.0,39
0.0,0.609,0.801,0.0694,0.0246,0.00255,0.37,0.202,4.0,39
0.0,0.609,0.801,0.0694,0.0246,0.00255,0.37,0.202,4.0,39
0.0,0.609,0.801,0.0694,0.0246,0.00255,0.37,0.202,4.0,39
0.0,0.534,0.714,0.0629,0.00633,0.0,0.0879,0.415,4.0,39
0.0,0.635,0.813,0.0578,0.0187,0.0,0.163,0.641,4.0,39
0.0,0.534,0.714,0.0629,0.00633,0.0,0.0879,0.415,4.0,39
0.0,0.534,0.714,0.0629,0.00633,0.0,0.0879,0.415,4.0,39
0.0,0.647,0.69,0.0413,0.237,0.0,0.351,0.521,4.0,40
0.0,0.412,0.643,0.0315,0.0595,0.0,0.972,0.373,4.0,40
0.0,0.457,0.633,0.0315,0.408,0.0,0.345,0.224,4.0,40
0.0,0.489,0.674,0.0362,0.0405,1.52e-06,0.644,0.18,4.0,40
0.0,0.274,0.792,0.0663,0.0657,0.0,0.681,0.212,4.0,40
0.0,0.396,0.485,0.0344,0.615,0.0,0.151,0.739,4.0,40
0.0,0.368,0.519,0.0448,0.598,1.11e-05,0.313,0.183,4.0,40
0.0,0.423,0.74,0.0344,0.0206,0.0,0.523,0.166,4.0,40
0.0,0.292,0.67,0.0395,0.56,0.0,0.0803,0.182,4.0,40
0.0,0.364,0.603,0.0356,0.0217,7.67e-05,0.0898,0.0886,4.0,40
0.0,0.428,0.972,0.0666,7.16e-05,0.0736,0.0787,0.225,4.0,41
0.0,0.707,0.556,0.0303,0.19,0.0159,0.388,0.746,4.0,41
0.0,0.714,0.306,0.0388,0.726,0.168,0.0924,0.314,4.0,41
0.0,0.554,0.15,0.0338,0.974,0.735,0.0698,0.314,4.0,41
0.0,0.234,0.73,0.0446,0.199,4.77e-06,0.13,0.12,3.0,41
0.0,0.257,0.221,0.0302,0.882,0.00175,0.608,0.361,4.0,41
0.0,0.495,0.852,0.0451,0.000121,0.000483,0.136,0.466,4.0,41
0.0,0.718,0.454,0.069,0.483,0.0,0.103,0.514,4.0,41
0.0,0.714,0.306,0.0388,0.726,0.168,0.0924,0.314,4.0,41
0.0,0.341,0.23,0.0319,0.942,0.905,0.114,0.291,4.0,41
1.0,0.302,0.934,0.13,3.47e-05,0.223,0.265,0.0652,1.0,42
0.0,0.373,0.994,0.209,1.23e-06,0.681,0.281,0.0992,4.0,42
0.0,0.174,0.972,0.161,1.19e-06,0.896,0.375,0.0773,1.0,42
0.0,0.216,0.988,0.113,7.26e-06,0.545,0.415,0.124,4.0,42
0.0,0.312,0.981,0.111,0.000129,0.61,0.0703,0.291,4.0,42
0.0,0.252,0.743,0.0403,1.21e-05,0.869,0.635,0.357,4.0,42
0.0,0.3,0.899,0.111,0.000182,0.708,0.276,0.425,4.0,42
0.0,0.234,0.948,0.0542,3.19e-06,0.011,0.24,0.0771,4.0,42
0.0,0.444,0.986,0.0607,8.5e-05,0.834,0.348,0.269,4.0,42
0.0,0.272,0.906,0.127,5.48e-06,0.166,0.24,0.433,4.0,42
0.0,0.847,0.69,0.0493,0.0127,6e-05,0.0526,0.692,4.0,43
0.0,0.629,0.876,0.0408,0.129,1.39e-06,0.29,0.645,4.0,43
0.0,0.842,0.811,0.109,0.00579,0.176,0.0702,0.594,4.0,43
0.0,0.851,0.742,0.0377,0.0259,0.256,0.111,0.236,4.0,43
0.0,0.726,0.78,0.0414,0.137,0.914,0.0985,0.0742,4.0,43
0.0,0.73,0.903,0.0427,0.00806,0.252,0.0998,0.694,4.0,43
0.0,0.609,0.94,0.0617,0.00124,0.269,0.15,0.238,4.0,43
0.0,0.847,0.69,0.0493,0.0127,6e-05,0.0526,0.692,4.0,43
0.0,0.787,0.828,0.0297,0.106,0.000605,0.105,0.544,4.0,43
0.0,0.847,0.69,0.0493,0.0127,6e-05,0.0526,0.692,4.0,43
0.0,0.427,0.201,0.0317,0.745,0.263,0.109,0.0668,4.0,44
0.0,0.556,0.864,0.0584,0.00958,0.0,0.209,0.4,4.0,44
0.0,0.496,0.863,0.0381,0.0046,0.0,0.639,0.243,4.0,44
0.0,0.487,0.961,0.132,0.0415,1.15e-06,0.553,0.323,4.0,44
1.0,0.59,0.671,0.0706,0.0484,0.0,0.0604,0.438,4.0,44
0.0,0.557,0.533,0.0252,0.0492,0.0,0.205,0.233,4.0,44
0.0,0.585,0.972,0.0534,0.0143,0.0,0.0707,0.585,4.0,44
0.0,0.514,0.637,0.0363,0.213,2.24e-06,0.389,0.18,4.0,44
0.0,0.615,0.911,0.0278,0.0686,0.00188,0.0908,0.685,4.0,44
0.0,0.5,0.824,0.0388,0.00016,0.00161,0.0916,0.539,4.0,44
0.0,0.553,0.614,0.0306,0.764,0.0,0.0811,0.345,4.0,45
0.0,0.631,0.489,0.101,0.58,0.821,0.12,0.418,4.0,45
0.0,0.706,0.112,0.0391,0.827,4.03e-06,0.125,0.414,4.0,45
0.0,0.511,0.11,0.0769,0.987,0.947,0.11,0.13,4.0,45
0.0,0.795,0.0841,0.0461,0.742,1.17e-05,0.0853,0.609,4.0,45
0.0,0.512,0.0529,0.0819,0.994,0.968,0.11,0.261,3.0,45
0.0,0.682,0.105,0.0337,0.877,0.884,0.0896,0.258,4.0,45
0.0,0.739,0.287,0.059,0.969,0.961,0.111,0.557,4.0,45
0.0,0.408,0.266,0.0404,0.875,0.000498,0.104,0.35,4.0,45
0.0,0.575,0.295,0.0326,0.484,0.703,0.0639,0.394,3.0,45
0.0,0.569,0.996,0.224,0.198,0.0114,0.707,0.461,3.0,46
0.0,0.487,0.99,0.094,0.000595,0.843,0.331,0.161,4.0,46
0.0,0.496,0.76,0.393,0.000799,0.00285,0.368,0.422,4.0,46
0.0,0.531,0.896,0.107,0.0316,0.00723,0.0297,0.34,4.0,46
0.0,0.532,0.878,0.215,0.0102,0.201,0.169,0.385,4.0,46
0.0,0.485,0.979,0.116,0.00792,0.00171,0.387,0.432,4.0,46
0.0,0.496,0.98,0.0474,0.000291,0.318,0.353,0.391,4.0,46
0.0,0.504,0.891,0.126,0.33,8.65e-06,0.191,0.295,4.0,46
0.0,0.489,0.985,0.0456,0.0145,0.525,0.146,0.0489,4.0,46
0.0,0.478,0.878,0.0403,0.0431,1.93e-05,0.0719,0.289,4.0,46
0.0,0.466,0.9,0.0447,0.000235,0.00104,0.103,0.561,4.0,47
0.0,0.496,0.739,0.0415,0.0211,0.00444,0.106,0.378,4.0,47
0.0,0.307,0.433,0.029,0.388,9.08e-05,0.332,0.224,4.0,47
1.0,0.454,0.91,0.0448,0.0866,0.0996,0.116,0.629,4.0,47
0.0,0.553,0.362,0.0263,0.0458,6.01e-06,0.075,0.158,3.0,47
0.0,0.502,0.89,0.0364,0.000147,0.0117,0.217,0.259,4.0,47
0.0,0.452,0.524,0.0351,0.315,0.0,0.103,0.246,4.0,47
0.0,0.564,0.932,0.0554,0.013,0.169,0.349,0.619,4.0,47
1.0,0.273,0.952,0.0843,0.0169,0.0111,0.142,0.472,4.0,47
0.0,0.294,0.641,0.0291,0.0163,0.22,0.112,0.226,4.0,47
1.0,0.536,0.721,0.386,0.062,0.0,0.824,0.393,5.0,48
0.0,0.522,0.914,0.0379,0.000164,0.847,0.24,0.0364,3.0,48
1.0,0.935,0.519,0.31,0.156,0.0,0.425,0.884,4.0,48
1.0,0.901,0.697,0.28,0.145,0.0,0.287,0.67,4.0,48
1.0,0.761,0.899,0.183,0.0135,0.0,0.0719,0.673,4.0,48
0.0,0.455,0.758,0.0415,0.0067,1.67e-05,0.127,0.378,4.0,48
1.0,0.78,0.575,0.273,0.43,0.0,0.143,0.773,4.0,48
0.0,0.522,0.914,0.0379,0.000164,0.846,0.24,0.0364,3.0,48
0.0,0.52,0.545,0.0768,0.0827,0.0,0.133,0.0856,4.0,48
0.0,0.489,0.404,0.0332,0.101,6.78e-05,0.255,0.311,4.0,48
0.0,0.569,0.996,0.224,0.198,0.0114,0.707,0.461,3.0,49
0.0,0.331,0.919,0.452,0.0367,0.000759,0.124,0.389,3.0,49
0.0,0.436,0.869,0.0615,0.0542,0.0,0.0979,0.0383,4.0,49
0.0,0.459,0.941,0.0777,0.0191,0.0,0.371,0.399,4.0,49
0.0,0.319,0.861,0.0544,0.0368,7.48e-05,0.252,0.202,4.0,49
0.0,0.47,0.705,0.0442,0.0235,0.0198,0.114,0.119,4.0,49
0.0,0.552,0.967,0.0607,0.0207,2.2e-05,0.355,0.451,4.0,49
0.0,0.602,0.948,0.0502,0.0396,1.43e-06,0.186,0.812,4.0,49
0.0,0.552,0.594,0.0306,0.298,6.17e-05,0.262,0.287,4.0,49
1.0,0.515,0.94,0.0478,0.0044,1.06e-05,0.23,0.284,4.0,49
0.0,0.25,0.979,0.419,0.0034,0.000122,0.183,0.0595,4.0,50
0.0,0.522,0.857,0.0308,0.000157,9.58e-05,0.354,0.538,4.0,50
0.0,0.424,0.915,0.0308,7.29e-06,0.0689,0.391,0.245,4.0,50
0.0,0.405,0.99,0.088,0.000773,0.401,0.18,0.275,4.0,50
0.0,0.512,0.848,0.0365,1.8e-05,0.000269,0.378,0.374,4.0,50
1.0,0.507,0.961,0.0568,0.000168,8.35e-05,0.703,0.759,4.0,50
0.0,0.535,0.546,0.0344,0.0224,0.879,0.257,0.32,4.0,50
0.0,0.58,0.852,0.0756,0.000384,0.0,0.11,0.576,4.0,50
0.0,0.452,0.817,0.0459,4.06e-05,0.915,0.394,0.354,4.0,50
0.0,0.423,0.976,0.0793,0.00334,0.00177,0.836,0.49,4.0,50
0.0,0.86,0.541,0.0325,0.165,0.163,0.0663,0.952,4.0,51
0.0,0.768,0.487,0.0431,0.24,0.0,0.175,0.722,4.0,51
0.0,0.711,0.702,0.233,0.00487,0.0163,0.0932,0.674,4.0,51
0.0,0.796,0.572,0.0545,0.416,2.55e-05,0.0975,0.304,4.0,51
1.0,0.591,0.764,0.0483,0.0383,0.0,0.103,0.478,4.0,51
0.0,0.847,0.558,0.0663,0.325,0.0,0.135,0.495,4.0,51
0.0,0.811,0.655,0.0353,0.0947,1.63e-06,0.068,0.925,4.0,51
0.0,0.723,0.456,0.0359,0.137,2.95e-05,0.081,0.0383,4.0,51
1.0,0.828,0.533,0.091,0.214,2.8e-05,0.307,0.605,4.0,51
0.0,0.761,0.554,0.0854,0.193,0.00844,0.0802,0.555,4.0,51
0.0,0.333,0.232,0.0366,0.785,0.000548,0.252,0.398,4.0,52
0.0,0.785,0.365,0.0377,0.801,0.0,0.0662,0.913,4.0,52
0.0,0.784,0.327,0.0383,0.797,0.0,0.0941,0.898,4.0,52
0.0,0.575,0.162,0.0489,0.975,0.0235,0.114,0.472,4.0,52
0.0,0.435,0.295,0.0276,0.449,0.000279,0.11,0.49,4.0,52
0.0,0.414,0.177,0.0305,0.885,9.82e-05,0.133,0.472,3.0,52
0.0,0.763,0.211,0.0335,0.973,1.44e-05,0.136,0.747,4.0,52
0.0,0.43,0.173,0.0321,0.594,0.000111,0.224,0.365,4.0,52
0.0,0.777,0.36,0.0401,0.805,0.0,0.0756,0.887,4.0,52
0.0,0.472,0.182,0.0649,0.971,0.00604,0.113,0.488,4.0,52
0.0,0.748,0.524,0.0338,0.414,0.0,0.111,0.661,4.0,53
1.0,0.841,0.593,0.0379,0.418,0.0,0.124,0.808,4.0,53
0.0,0.791,0.862,0.11,0.037,2.19e-05,0.0814,0.592,4.0,53
1.0,0.509,0.689,0.102,0.0209,0.0,0.301,0.297,4.0,53
0.0,0.687,0.792,0.0452,0.191,0.0,0.167,0.671,4.0,53
1.0,0.626,0.88,0.0504,0.205,0.0,0.128,0.534,4.0,53
0.0,0.626,0.754,0.0269,0.00998,0.00404,0.157,0.317,4.0,53
0.0,0.64,0.533,0.0706,0.119,0.0,0.0864,0.515,4.0,53
0.0,0.528,0.511,0.0324,0.126,0.0,0.101,0.351,4.0,53
0.0,0.501,0.519,0.0409,0.109,0.0,0.454,0.168,4.0,53
0.0,0.544,0.579,0.0712,0.193,1.43e-05,0.117,0.294,4.0,54
0.0,0.702,0.372,0.0478,0.629,0.0114,0.0972,0.189,4.0,54
0.0,0.619,0.601,0.0333,0.148,0.00235,0.146,0.373,4.0,54
0.0,0.601,0.0971,0.0373,0.984,0.91,0.0931,0.15,4.0,54
0.0,0.442,0.442,0.0456,0.164,0.33,0.334,0.245,4.0,54
0.0,0.32,0.2,0.0315,0.957,0.897,0.0893,0.025,4.0,54
0.0,0.612,0.427,0.0521,0.539,0.924,0.115,0.0693,4.0,54
0.0,0.587,0.267,0.0326,0.513,0.0363,0.075,0.0388,4.0,54
0.0,0.855,0.66,0.137,0.653,0.699,0.0676,0.924,3.0,54
0.0,0.565,0.56,0.0281,0.595,0.0025,0.207,0.592,4.0,54
0.0,0.6,0.294,0.0292,0.871,8.66e-05,0.102,0.342,4.0,55
0.0,0.577,0.574,0.0278,0.572,0.0,0.1,0.436,4.0,55
0.0,0.751,0.669,0.0359,0.342,1.31e-05,0.0822,0.359,4.0,55
0.0,0.78,0.46,0.0851,0.455,0.000141,0.061,0.788,4.0,55
0.0,0.586,0.532,0.0328,0.779,0.000565,0.124,0.494,4.0,55
0.0,0.558,0.497,0.0256,0.0285,5.36e-06,0.0799,0.444,4.0,55
0.0,0.34,0.606,0.0379,0.798,0.00205,0.0963,0.268,4.0,55
0.0,0.609,0.538,0.0273,0.328,0.0,0.125,0.608,4.0,55
0.0,0.534,0.721,0.0427,0.634,0.000877,0.1,0.439,4.0,55
0.0,0.57,0.55,0.035,0.524,3.73e-05,0.0921,0.435,4.0,55
0.0,0.577,0.428,0.0302,0.467,2.61e-05,0.272,0.401,4.0,56
0.0,0.551,0.578,0.0732,0.522,0.0,0.073,0.509,4.0,56
0.0,0.6,0.294,0.0292,0.871,8.66e-05,0.102,0.342,4.0,56
0.0,0.464,0.417,0.0256,0.136,0.022,0.0974,0.479,4.0,56
0.0,0.37,0.467,0.0273,0.0205,0.572,0.109,0.182,4.0,56
0.0,0.659,0.345,0.107,0.106,0.0,0.107,0.338,4.0,56
0.0,0.462,0.371,0.0988,0.794,0.118,0.124,0.187,4.0,56
0.0,0.78,0.46,0.0851,0.455,0.000141,0.061,0.788,4.0,56
0.0,0.653,0.446,0.0351,0.546,4.52e-05,0.109,0.472,4.0,56
0.0,0.574,0.664,0.0409,0.0448,0.0553,0.146,0.226,4.0,56
