fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Id,quality
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,803,6
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,804,6
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,806,7
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,808,5
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,809,6
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,810,5
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,811,6
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,813,4
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,814,6
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,819,5
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,820,5
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,821,7
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,823,5
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,824,5
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,826,7
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,827,5
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,830,4
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,831,6
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,833,4
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,836,7
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,837,7
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,838,7
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,841,5
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,842,6
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,843,5
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,846,5
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,847,6
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,848,5
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,850,5
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,851,5
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,853,6
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,854,6
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,856,6
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,857,7
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,858,7
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,860,5
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,862,5
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,863,5
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,865,5
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,871,5
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,872,4
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,875,7
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,877,6
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,881,6
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,882,6
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,884,6
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,885,5
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,886,6
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,888,6
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,889,5
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,891,5
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,892,6
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,893,5
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,894,6
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,895,6
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,896,7
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,897,6
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,898,7
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,900,5
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,901,7
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,902,7
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,904,7
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,906,5
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,907,6
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,908,6
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,910,6
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,911,6
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,912,6
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,915,6
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,916,5
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,917,6
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,918,6
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,919,6
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,920,5
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,922,6
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,924,5
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,925,7
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,926,6
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,927,4
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,928,5
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,929,7
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,931,5
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,932,6
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,934,5
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,936,6
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,939,5
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,941,7
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,942,7
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,944,7
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,946,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,947,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,949,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,950,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,951,7
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,952,7
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,953,7
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,955,5
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,956,6
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,958,7
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,960,6
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,961,5
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,962,5
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,964,6
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,967,5
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,968,6
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,971,6
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,974,7
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,975,5
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,977,5
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,978,7
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,980,6
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,981,5
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,982,6
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,983,6
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,985,6
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,987,5
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,988,5
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,989,6
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,990,5
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,991,5
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,993,5
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,995,6
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,998,6
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,999,6
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,1000,7
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,1004,5
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1005,7
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1006,7
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,1007,7
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,1008,7
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,1010,7
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,1011,6
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,1012,5
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,1013,6
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,1014,6
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,1016,7
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,1018,6
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,1019,5
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1020,6
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1021,6
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,1022,5
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,1023,6
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1024,7
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,1025,6
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,1026,6
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,1027,5
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1029,7
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,1032,5
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,1034,6
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,1035,7
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,1036,7
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,1038,7
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,1039,6
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,1041,6
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,1044,6
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,1045,6
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,1046,6
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1047,5
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,1048,6
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,1049,6
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,1051,5
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,1052,5
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,1053,7
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,1055,6
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1056,7
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,1057,5
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,1058,7
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1059,7
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,1060,6
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,1061,8
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,1062,6
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,1063,6
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,1064,6
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,1065,6
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,1066,7
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1067,7
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,1069,5
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,1070,7
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,1071,5
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,1073,6
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,1076,6
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,1078,5
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,1079,7
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,1081,7
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1082,6
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,1083,6
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,1085,5
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,1086,7
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,1087,6
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1088,7
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1089,7
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,1090,8
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,1091,6
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,1092,6
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,1093,7
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1094,6
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1096,6
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,1099,5
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,1100,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1101,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1103,6
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,1104,6
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,1105,5
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,1107,7
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,1108,5
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,1109,6
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,1110,6
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,1111,7
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,1112,6
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,1114,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1115,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1116,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1117,6
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,1118,6
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,1119,5
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,1120,8
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,1122,6
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,1125,7
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,1127,6
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,1128,5
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,1130,6
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,1132,7
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,1133,7
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,1134,7
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,1135,6
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,1136,6
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,1138,5
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,1139,6
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,1140,6
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,1141,6
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,1142,6
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,1143,6
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,1144,5
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,1145,6
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,1146,6
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,1147,7
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,1148,6
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,1149,6
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,1151,6
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,1152,5
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,1153,6
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,1155,5
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,1156,7
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,1157,7
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,1162,7
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,1164,5
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,1167,7
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,1168,6
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,1169,6
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,1170,6
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,1172,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1173,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1174,6
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,1175,6
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,1176,4
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,1178,5
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1179,6
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,1181,5
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,1183,5
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,1184,5
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,1188,5
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,1189,4
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,1190,6
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,1191,5
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,1192,7
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,1194,6
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,1195,6
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1197,6
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,1198,6
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1199,6
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1200,6
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,1201,7
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,1202,8
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,1203,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1204,7
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1206,7
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,1207,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1208,7
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,1209,7
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1210,6
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1212,6
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,1214,6
