fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Id,quality
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,1216,6
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,1219,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1220,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1221,6
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,1224,6
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,1225,5
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,1226,5
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,1227,5
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1228,7
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,1229,5
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,1230,6
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,1231,5
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,1232,5
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1234,6
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,1236,6
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1237,6
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,1238,4
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,1239,4
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,1240,5
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,1243,5
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,1245,5
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,1246,5
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1250,6
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,1251,5
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,1252,5
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,1253,5
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,1254,5
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,1256,5
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,1257,6
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1258,6
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,1260,5
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,1261,4
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,1262,5
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,1264,6
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1265,6
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1266,6
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,1267,6
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,1268,6
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,1270,6
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,1271,6
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,1272,5
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,1273,5
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,1274,6
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1275,6
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,1276,4
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,1277,6
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1278,6
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,1279,7
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1280,6
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1281,6
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,1282,6
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,1283,6
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,1284,5
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,1285,5
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,1288,5
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,1289,5
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,1290,5
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1291,6
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,1292,6
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,1296,5
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,1297,6
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,1298,6
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,1299,3
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,1300,6
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,1301,6
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,1302,6
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,1304,5
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,1305,5
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,1306,5
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,1309,5
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,1311,6
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,1312,5
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1315,6
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,1316,6
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,1319,6
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,1321,6
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,1322,5
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1324,6
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1325,6
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1326,6
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1327,6
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,1328,5
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1329,6
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1330,6
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,1331,5
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,1332,6
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,1333,5
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,1334,5
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,1335,6
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1336,5
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1337,5
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1338,5
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1339,6
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1340,6
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1341,6
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1343,6
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,1344,5
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,1345,6
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,1346,5
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,1347,5
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,1351,6
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,1353,5
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,1355,5
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,1356,5
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,1357,6
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,1358,5
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1359,6
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,1361,5
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1362,6
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,1364,6
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,1366,5
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,1367,6
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,1368,6
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1370,5
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,1371,6
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1372,5
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,1376,5
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,1378,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1379,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1380,6
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,1382,5
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,1383,5
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,1384,5
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,1385,5
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,1386,5
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,1388,5
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,1390,6
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,1391,5
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,1392,5
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,1393,5
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,1395,6
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,1396,5
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,1397,5
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,1399,6
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,1400,5
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,1402,6
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,1403,8
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,1404,6
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1406,6
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1407,6
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,1408,7
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1409,6
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,1410,6
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,1411,6
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1412,6
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,1413,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,1414,5
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,1415,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,1416,5
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,1417,7
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,1418,5
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,1419,5
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,1420,5
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,1421,5
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,1422,6
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,1423,4
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,1427,5
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,1428,5
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,1429,5
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,1430,5
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,1431,6
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,1433,7
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,1434,6
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,1436,5
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,1437,5
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,1438,5
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,1439,6
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,1443,5
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,1445,6
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,1447,5
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,1449,8
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1450,7
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,1451,7
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,1452,7
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,1454,6
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,1455,6
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,1457,5
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,1458,5
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,1459,7
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,1460,6
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,1461,4
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,1463,6
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,1464,5
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1466,7
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,1467,4
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1468,7
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,1469,3
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,1470,5
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,1471,5
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,1472,6
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,1473,5
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,1474,5
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,1475,7
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,1476,5
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,1477,7
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,1478,3
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1479,5
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,1480,4
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1481,5
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,1483,5
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,1485,5
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,1486,5
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,1487,5
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,1488,5
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,1490,6
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,1492,5
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,1493,5
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,1494,7
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,1495,6
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,1497,6
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,1499,6
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,1501,5
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,1503,6
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1504,6
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,1505,3
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,1506,6
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1507,6
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,1508,6
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,1509,5
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,1510,6
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,1511,5
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,1514,6
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,1515,6
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,1517,6
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,1518,5
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,1519,5
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,1522,5
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,1523,5
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,1525,5
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,1526,6
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,1528,6
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,1529,6
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,1530,6
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,1531,5
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,1532,6
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,1533,5
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,1534,7
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,1535,6
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,1538,5
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,1540,6
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,1544,7
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,1545,6
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,1546,5
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,1548,5
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,1549,8
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,1551,5
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,1552,6
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,1553,5
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,1555,7
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,1556,5
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1557,6
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,1558,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1559,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1560,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1561,5
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1562,5
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1563,5
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,1565,6
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,1566,6
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1567,5
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,1568,5
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,1569,6
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,1570,6
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,1571,6
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,1572,5
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,1573,6
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,1575,6
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,1576,6
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,1577,6
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,1578,6
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,1580,6
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,1582,5
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,1583,5
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,1584,7
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,1586,6
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,1587,6
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,1590,6
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,1591,6
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,1592,6
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,1593,6
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,1594,5
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,1595,6
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,1597,5
